epoch,module,gamma,L_mean,L_std_spatial,L_min,L_max,L_sat_frac,run
20,model.10,-0.00084715266712,0.6735976934432983,0.3038580417633056,2.026557922363281e-06,1.0,0.2587499916553497,e2p__postsppf__s1
21,model.10,-0.0003702516842167,0.678657054901123,0.2990244626998901,2.390146255493164e-05,1.0,0.1737499982118606,e2p__postsppf__s1
22,model.10,0.0014837215421721,0.7054896950721741,0.3005105853080749,1.2695789337158205e-05,1.0,0.1921875029802322,e2p__postsppf__s1
23,model.10,-0.0004087057895958,0.7073612809181213,0.3053345382213592,2.682209014892578e-06,1.0,0.2134374976158142,e2p__postsppf__s1
24,model.10,-0.0006012768717482,0.7036967277526855,0.3190857172012329,3.534555435180664e-05,1.0,0.2365624904632568,e2p__postsppf__s1
25,model.10,0.0004847095406148,0.6940096616744995,0.2973977327346802,9.894371032714844e-06,1.0,0.2290624976158142,e2p__postsppf__s1
26,model.10,-0.0002937115496024,0.7067474722862244,0.2945722341537475,0.000251293182373,1.0,0.1756249964237213,e2p__postsppf__s1
27,model.10,-0.0023416900075972,0.7041509747505188,0.2936558127403259,1.2993812561035156e-05,1.0,0.2181250005960464,e2p__postsppf__s1
28,model.10,-0.0002575617399998,0.6943600177764893,0.3252385854721069,3.975629806518555e-05,1.0,0.2331250011920929,e2p__postsppf__s1
29,model.10,-0.0010038616601377,0.7067592740058899,0.296722263097763,1.430511474609375e-06,1.0,0.2043749988079071,e2p__postsppf__s1
30,model.10,0.0028336003888398,0.7072640657424927,0.2948716878890991,0.0001150369644165,1.0,0.2337500005960464,e2p__postsppf__s1
31,model.10,0.0025741492863744,0.7213824987411499,0.2896909117698669,8.463859558105469e-06,1.0,0.2146874964237213,e2p__postsppf__s1
32,model.10,-0.0011158944107592,0.7262089252471924,0.2886124849319458,0.000180959701538,1.0,0.2128124982118606,e2p__postsppf__s1
33,model.10,-0.0011863230029121,0.6967964172363281,0.3230375051498413,4.57763671875e-05,1.0,0.2662499845027923,e2p__postsppf__s1
34,model.10,-0.0006543063209392,0.7129362225532532,0.3017900586128235,3.737211227416992e-05,1.0,0.2562499940395355,e2p__postsppf__s1
35,model.10,-0.0020012066233903,0.6948347091674805,0.3106037974357605,5.561113357543945e-05,1.0,0.2481250017881393,e2p__postsppf__s1
36,model.10,0.0020546442829072,0.710131049156189,0.3182267248630523,4.684925079345703e-05,1.0,0.2671875059604645,e2p__postsppf__s1
37,model.10,-7.06932696630247e-05,0.7281857132911682,0.2910655438899994,2.443790435791016e-06,1.0,0.2874999940395355,e2p__postsppf__s1
38,model.10,-0.0004654801741708,0.6881750226020813,0.3100452423095703,1.6987323760986328e-05,1.0,0.2687499821186065,e2p__postsppf__s1
39,model.10,0.0033207014203071,0.6980280876159668,0.3091914057731628,1.1205673217773438e-05,1.0,0.2699999809265136,e2p__postsppf__s1
40,model.10,0.0014382258523255,0.7030784487724304,0.306704580783844,5.143880844116211e-05,1.0,0.2743749916553497,e2p__postsppf__s1
41,model.10,-0.0013727629557251,0.7158595323562622,0.2928853332996368,0.0001293420791625,1.0,0.2543749809265136,e2p__postsppf__s1
42,model.10,-0.0004304957983549,0.7123730182647705,0.2966945171356201,1.788139343261719e-07,1.0,0.2606250047683716,e2p__postsppf__s1
43,model.10,0.0033365238923579,0.7037307620048523,0.3111331462860107,3.319978713989258e-05,1.0,0.2834374904632568,e2p__postsppf__s1
44,model.10,0.0012750439345836,0.7123110890388489,0.2941233515739441,3.820657730102539e-05,1.0,0.2721875011920929,e2p__postsppf__s1
45,model.10,-0.0022693576756864,0.6984185576438904,0.3254052996635437,0.0001366138458251,1.0,0.2693749964237213,e2p__postsppf__s1
46,model.10,-0.0029828487895429,0.7080938816070557,0.2793270349502563,5.692243576049805e-05,1.0,0.3059374988079071,e2p__postsppf__s1
47,model.10,2.1175495930947363e-05,0.6861253380775452,0.3288652598857879,7.033348083496094e-06,1.0,0.2906250059604645,e2p__postsppf__s1
48,model.10,0.0004408454988151,0.6886642575263977,0.31449955701828,9.5367431640625e-05,1.0,0.3075000047683716,e2p__postsppf__s1
49,model.10,-0.000211588689126,0.6800096035003662,0.3171329498291015,9.953975677490234e-06,1.0,0.3059374988079071,e2p__postsppf__s1
50,model.10,0.0005371769075281,0.7023385167121887,0.3180708289146423,0.0002251863479614,1.0,0.3178125023841858,e2p__postsppf__s1
51,model.10,9.574587238603272e-06,0.6835655570030212,0.3214249610900879,0.0001686811447143,1.0,0.2790624797344208,e2p__postsppf__s1
52,model.10,0.00214563915506,0.7103666663169861,0.3208079934120178,7.748603820800781e-07,1.0,0.2971875071525574,e2p__postsppf__s1
53,model.10,-0.0006129046087153,0.7008535861968994,0.322420060634613,0.0001205205917358,1.0,0.2953124940395355,e2p__postsppf__s1
54,model.10,-0.0017763982759788,0.6927366256713867,0.3270944356918335,0.0002472400665283,1.0,0.3028124868869781,e2p__postsppf__s1
55,model.10,0.0002258089807583,0.7275229692459106,0.2739128172397613,9.459257125854492e-05,1.0,0.2965624928474426,e2p__postsppf__s1
56,model.10,0.0009448719210922,0.7061613202095032,0.3095413446426391,0.0004355907440185,1.0,0.2853125035762787,e2p__postsppf__s1
57,model.10,0.0002246664662379,0.7085124254226685,0.3120587766170501,4.649162292480469e-05,1.0,0.2971875071525574,e2p__postsppf__s1
58,model.10,-0.001764599001035,0.7123962044715881,0.2970103621482849,8.684396743774414e-05,1.0,0.3112500011920929,e2p__postsppf__s1
59,model.10,-0.0004475693567655,0.7155168056488037,0.3011307120323181,0.0001293420791625,1.0,0.3137499988079071,e2p__postsppf__s1
60,model.10,0.0004969405126757,0.7199792265892029,0.3115631341934204,0.0003302097320556,1.0,0.2771874964237213,e2p__postsppf__s1
61,model.10,0.0011498138774186,0.7144457101821899,0.3033385872840881,0.0007410049438476,1.0,0.3121874928474426,e2p__postsppf__s1
62,model.10,2.436239446979016e-05,0.738644540309906,0.2796009182929992,0.0003697872161865,1.0,0.2971875071525574,e2p__postsppf__s1
63,model.10,0.0006770655163563,0.7336075901985168,0.2832983434200287,0.0001660585403442,1.0,0.3087500035762787,e2p__postsppf__s1
64,model.10,0.0004822413902729,0.7394768595695496,0.2821828722953796,0.0008459091186523,1.0,0.2956250011920929,e2p__postsppf__s1
65,model.10,0.0001418689353158,0.7556827664375305,0.2840423583984375,0.0001780986785888,1.0,0.2996875047683716,e2p__postsppf__s1
66,model.10,-0.0008136281976476,0.7349438071250916,0.2915612161159515,0.0002359151840209,1.0,0.3343749940395355,e2p__postsppf__s1
67,model.10,-0.0006346887093968,0.7196321487426758,0.2876101732254028,0.0005931854248046,1.0,0.3128125071525574,e2p__postsppf__s1
68,model.10,-0.0001158914528787,0.7204964756965637,0.3104052543640136,0.0006237030029296,1.0,0.2946874797344208,e2p__postsppf__s1
69,model.10,-0.0003564629878383,0.7240535020828247,0.30979984998703,0.0005745887756347,1.0,0.2974999845027923,e2p__postsppf__s1
70,model.10,0.00073746626731,0.7268559336662292,0.2858650088310241,0.0001123547554016,1.0,0.3703124821186065,e2p__postsppf__s1
71,model.10,0.0020827611442655,0.7284914255142212,0.3226570188999176,0.0004477500915527,1.0,0.3368749916553497,e2p__postsppf__s1
72,model.10,0.0015355083160102,0.7199493050575256,0.3059877157211303,0.0003981590270996,1.0,0.3637499809265136,e2p__postsppf__s1
73,model.10,0.0012993075652047,0.7175489068031311,0.2935747802257538,0.001713752746582,1.0,0.3284375071525574,e2p__postsppf__s1
74,model.10,0.0004854636208619,0.7356391549110413,0.3033407330513,5.4776668548583984e-05,1.0,0.3559374809265136,e2p__postsppf__s1
75,model.10,0.0010249884799122,0.7178709506988525,0.316895455121994,0.0013151168823242,1.0,0.3515625,e2p__postsppf__s1
76,model.10,0.000316435995046,0.7570709586143494,0.2816666960716247,0.0003054141998291,1.0,0.3524999916553497,e2p__postsppf__s1
77,model.10,0.0002660924510564,0.7272939682006836,0.3062167763710022,0.0004076957702636,1.0,0.3468749821186065,e2p__postsppf__s1
78,model.10,0.0009234430035576,0.7527438402175903,0.3010179400444031,0.0009622573852539,1.0,0.3368749916553497,e2p__postsppf__s1
79,model.10,0.001227181055583,0.7341139912605286,0.3261550366878509,0.0002033710479736,1.0,0.3509374856948852,e2p__postsppf__s1
80,model.10,0.0012734992196783,0.7430905103683472,0.2999880909919739,6.556510925292969e-06,1.0,0.3378124833106994,e2p__postsppf__s1
81,model.10,0.0007142139947973,0.7325167655944824,0.310871422290802,8.153915405273438e-05,1.0,0.3234374821186065,e2p__postsppf__s1
82,model.10,0.000950536923483,0.7168987989425659,0.3396281003952026,0.0006537437438964,1.0,0.3928124904632568,e2p__postsppf__s1
83,model.10,0.0005064589786343,0.7389993071556091,0.3008079528808594,3.0994415283203125e-06,1.0,0.3434374928474426,e2p__postsppf__s1
84,model.10,0.0009966361103579,0.7483539581298828,0.2832258641719818,0.0001740455627441,1.0,0.3143749833106994,e2p__postsppf__s1
85,model.10,0.0009599759359844,0.7370136976242065,0.3141332864761352,0.0001523494720458,1.0,0.3487499952316284,e2p__postsppf__s1
86,model.10,0.0019858661107718,0.7292517423629761,0.3050090670585632,7.086992263793945e-05,1.0,0.3312499821186065,e2p__postsppf__s1
87,model.10,0.0014784381492063,0.7189140319824219,0.3158715367317199,6.711483001708984e-05,1.0,0.3459374904632568,e2p__postsppf__s1
88,model.10,0.001001188182272,0.7231870293617249,0.2931642532348633,5.3048133850097656e-05,1.0,0.3178125023841858,e2p__postsppf__s1
89,model.10,0.0013869905378669,0.7224121689796448,0.3025107979774475,6.204843521118164e-05,1.0,0.3234374821186065,e2p__postsppf__s1
90,model.10,0.001777711440809,0.7524016499519348,0.2957191467285156,5.9664249420166016e-05,1.0,0.3021875023841858,e2p__postsppf__s1
91,model.10,0.0019695332739502,0.7354438900947571,0.2993272542953491,0.0008559226989746,1.0,0.3365624845027923,e2p__postsppf__s1
92,model.10,0.0020409799180924,0.7266413569450378,0.3120765686035156,6.920099258422852e-05,1.0,0.3199999928474426,e2p__postsppf__s1
93,model.10,0.002001179382205,0.7486544847488403,0.283049076795578,9.608268737792967e-05,1.0,0.3462499976158142,e2p__postsppf__s1
94,model.10,0.0019732122309505,0.7320044040679932,0.2973045706748962,1.6987323760986328e-05,1.0,0.3231250047683716,e2p__postsppf__s1
95,model.10,0.0026852332521229,0.7206792831420898,0.3082091808319092,4.756450653076172e-05,1.0,0.3340624868869781,e2p__postsppf__s1
96,model.10,0.002866385038942,0.74925696849823,0.2859087586402893,0.0001634359359741,1.0,0.3393749892711639,e2p__postsppf__s1
97,model.10,0.0029097399674355,0.727047324180603,0.308599442243576,0.0005679130554199,1.0,0.3346875011920929,e2p__postsppf__s1
98,model.10,0.0030677593313157,0.7429159283638,0.314139574766159,3.451108932495117e-05,1.0,0.356249988079071,e2p__postsppf__s1
99,model.10,0.0032430321443825,0.7549850344657898,0.2973504960536957,0.0001956224441528,1.0,0.3371874988079071,e2p__postsppf__s1
100,model.10,0.0032430321443825,0.7549850344657898,0.2973504960536957,0.0001956224441528,1.0,0.3371874988079071,e2p__postsppf__s1
0,model.10,1.5602414350723848e-05,0.4829925000667572,0.0761381089687347,0.227783203125,0.83349609375,0.0,e2p__postsppf__s2
1,model.10,-0.0056798197329044,0.5219807028770447,0.2162876427173614,0.07696533203125,0.99658203125,0.0084374994039535,e2p__postsppf__s2
2,model.10,0.0009192946599796,0.5488703846931458,0.2390675991773605,0.0034160614013671,0.98095703125,0.0228124987334013,e2p__postsppf__s2
3,model.10,-0.0013050611596554,0.5260111689567566,0.2383596748113632,0.0049629211425781,0.99755859375,0.0096875000745058,e2p__postsppf__s2
4,model.10,0.0017188894562423,0.5247082710266113,0.2222199141979217,0.0135345458984375,0.99365234375,0.0106250001117587,e2p__postsppf__s2
5,model.10,-0.0029745067004114,0.5435464382171631,0.2396602630615234,0.0041656494140625,0.99462890625,0.0090624997392296,e2p__postsppf__s2
6,model.10,0.0042637498117983,0.5251269340515137,0.2492299228906631,0.0046272277832031,0.99951171875,0.0140624996274709,e2p__postsppf__s2
7,model.10,-0.0002079308178508,0.5318439602851868,0.2551754117012024,0.000521183013916,0.99951171875,0.0587499998509883,e2p__postsppf__s2
8,model.10,0.002921592677012,0.5575544834136963,0.2687890529632568,0.0002002716064453,0.99951171875,0.0640624985098838,e2p__postsppf__s2
9,model.10,-0.0013745288597419,0.5892112851142883,0.2918701469898224,0.0010204315185546,0.99853515625,0.0674999952316284,e2p__postsppf__s2
10,model.10,0.0006178952171467,0.5774907469749451,0.2964656352996826,0.0006313323974609,1.0,0.1099999994039535,e2p__postsppf__s2
11,model.10,0.0003896823909599,0.5903716683387756,0.2688154578208923,0.0001767873764038,0.99951171875,0.1028124988079071,e2p__postsppf__s2
12,model.10,-0.0002051500196103,0.5977259874343872,0.2679868936538696,0.0007295608520507,0.99951171875,0.0909374952316284,e2p__postsppf__s2
13,model.10,0.0011635976843535,0.5942491292953491,0.2926295399665832,0.0031242370605468,0.9990234375,0.0518749989569187,e2p__postsppf__s2
14,model.10,0.0024272708687931,0.6028890609741211,0.2622383832931518,0.0004339218139648,1.0,0.0718749985098838,e2p__postsppf__s2
15,model.10,-0.0025817959103733,0.5912530422210693,0.2518897354602813,0.0016231536865234,1.0,0.0959374979138374,e2p__postsppf__s2
16,model.10,0.0009691989980638,0.580302894115448,0.2875570654869079,0.001810073852539,1.0,0.0981249958276748,e2p__postsppf__s2
17,model.10,0.0011570530477911,0.5799368619918823,0.2694781422615051,0.0006566047668457,0.9990234375,0.1103124991059303,e2p__postsppf__s2
18,model.10,-0.0028625119011849,0.5854794979095459,0.2937799096107483,8.887052536010742e-05,1.0,0.0906249955296516,e2p__postsppf__s2
19,model.10,0.0006886000046506,0.6083762049674988,0.3063370585441589,4.0531158447265625e-06,0.99951171875,0.0909374952316284,e2p__postsppf__s2
20,model.10,-0.0001639407128095,0.6008182168006897,0.2766656875610351,0.000476598739624,0.99951171875,0.1103124991059303,e2p__postsppf__s2
21,model.10,-0.0012752838665619,0.587160587310791,0.3024072051048279,4.649162292480469e-05,0.9990234375,0.0981249958276748,e2p__postsppf__s2
22,model.10,0.0031949791591614,0.5831056833267212,0.3247679471969604,2.568960189819336e-05,1.0,0.1284375041723251,e2p__postsppf__s2
23,model.10,-0.0039768954738974,0.6065982580184937,0.2993266880512237,7.987022399902344e-06,0.9990234375,0.1218749955296516,e2p__postsppf__s2
24,model.10,-0.0027894510421901,0.5887226462364197,0.3252751529216766,3.594160079956055e-05,1.0,0.1681250035762787,e2p__postsppf__s2
25,model.10,0.0029055951163172,0.5984998345375061,0.2741948664188385,5.9664249420166016e-05,0.99951171875,0.1793749928474426,e2p__postsppf__s2
26,model.10,0.0003182126965839,0.6122215986251831,0.3113294839859009,0.000251293182373,1.0,0.1359374970197677,e2p__postsppf__s2
27,model.10,0.0005044207791797,0.6176605224609375,0.3173432052135467,7.867813110351562e-06,1.0,0.1843750029802322,e2p__postsppf__s2
28,model.10,0.0028146470431238,0.6205433011054993,0.3136532008647918,2.193450927734375e-05,1.0,0.1243750005960464,e2p__postsppf__s2
29,model.10,-0.002254469320178,0.640890896320343,0.3166893124580383,1.633167266845703e-05,1.0,0.1343749910593032,e2p__postsppf__s2
30,model.10,-2.6578323740977797e-05,0.6211080551147461,0.3267855048179626,0.0004239082336425,1.0,0.1424999982118606,e2p__postsppf__s2
31,model.10,0.0027698094490915,0.6309089064598083,0.3196460008621216,4.649162292480469e-05,1.0,0.1296875029802322,e2p__postsppf__s2
32,model.10,-0.0020753077697008,0.6327406764030457,0.3045281171798706,9.834766387939451e-06,1.0,0.1184374988079071,e2p__postsppf__s2
33,model.10,-3.743200431927107e-05,0.6156671643257141,0.3024551570415497,0.0003199577331542,1.0,0.1568749994039535,e2p__postsppf__s2
34,model.10,0.0028989205602556,0.6361122131347656,0.2884064316749573,5.066394805908203e-06,1.0,0.1850000023841858,e2p__postsppf__s2
35,model.10,0.0017351659480482,0.6408201456069946,0.2766372561454773,4.76837158203125e-07,1.0,0.1856250017881393,e2p__postsppf__s2
36,model.10,-0.0008236708235926,0.6020230054855347,0.3384043872356415,2.646446228027344e-05,1.0,0.194374993443489,e2p__postsppf__s2
37,model.10,-0.0006284989067353,0.6267275214195251,0.3050786554813385,3.2782554626464844e-06,1.0,0.2062499970197677,e2p__postsppf__s2
38,model.10,0.0009094793931581,0.635212779045105,0.3043519854545593,1.3113021850585938e-05,1.0,0.1715624928474426,e2p__postsppf__s2
39,model.10,0.0006795207154937,0.6355574131011963,0.3280843496322632,1.0788440704345705e-05,1.0,0.1953125,e2p__postsppf__s2
40,model.10,-0.0010225421283394,0.6320760846138,0.3156595826148987,1.0371208190917969e-05,1.0,0.1574999988079071,e2p__postsppf__s2
41,model.10,0.0001823078055167,0.6431286334991455,0.3196765780448913,2.54511833190918e-05,1.0,0.1656249910593032,e2p__postsppf__s2
42,model.10,0.0003458584833424,0.633860170841217,0.32135009765625,7.599592208862305e-05,1.0,0.1706250011920929,e2p__postsppf__s2
43,model.10,-0.0006345746223814,0.6502314805984497,0.294329285621643,1.728534698486328e-06,1.0,0.1893749982118606,e2p__postsppf__s2
44,model.10,-0.0006182909128256,0.6611176133155823,0.3006211221218109,1.0848045349121094e-05,1.0,0.1990624964237213,e2p__postsppf__s2
45,model.10,-0.0005645447527058,0.6527062654495239,0.297599732875824,5.364418029785156e-07,1.0,0.2159374952316284,e2p__postsppf__s2
46,model.10,0.0014405167894437,0.6537864804267883,0.313920646905899,0.0005397796630859,1.0,0.1884374916553497,e2p__postsppf__s2
47,model.10,0.0010303144808858,0.6501201391220093,0.3199093639850616,6.35385513305664e-05,1.0,0.1981249898672104,e2p__postsppf__s2
48,model.10,0.000431270658737,0.6753614544868469,0.2604782283306122,2.6226043701171875e-06,1.0,0.1896874904632568,e2p__postsppf__s2
49,model.10,0.0004381857288535,0.638736367225647,0.3024914562702179,0.0001442432403564,1.0,0.2124999910593032,e2p__postsppf__s2
50,model.10,-6.0809448768850416e-05,0.6523991227149963,0.2989242970943451,3.349781036376953e-05,1.0,0.155312493443489,e2p__postsppf__s2
51,model.10,0.0012640997301787,0.6556679606437683,0.3138552606105804,5.346536636352539e-05,1.0,0.1578124910593032,e2p__postsppf__s2
52,model.10,-0.0002568058553151,0.6445304751396179,0.3014588952064514,4.434585571289063e-05,1.0,0.2003124952316284,e2p__postsppf__s2
53,model.10,-0.0002906017471104,0.6509492993354797,0.3077017068862915,8.887052536010742e-05,1.0,0.1821874976158142,e2p__postsppf__s2
54,model.10,-0.0002863382687792,0.6492998600006104,0.2968043088912964,3.761053085327149e-05,1.0,0.2159374952316284,e2p__postsppf__s2
55,model.10,-0.0004939343780279,0.6551483273506165,0.3130484819412231,0.0001273155212402,1.0,0.1856250017881393,e2p__postsppf__s2
56,model.10,0.0017528889002278,0.6532391309738159,0.3351026773452759,6.157159805297852e-05,1.0,0.1890624910593032,e2p__postsppf__s2
57,model.10,0.0017028938746079,0.6679977178573608,0.2965258955955505,4.410743713378906e-06,1.0,0.1781249940395355,e2p__postsppf__s2
58,model.10,0.0007243328145705,0.6697794198989868,0.2950265109539032,9.834766387939451e-06,1.0,0.1759374886751175,e2p__postsppf__s2
59,model.10,-0.0001439374318579,0.679684042930603,0.304106593132019,1.0132789611816406e-06,1.0,0.1875,e2p__postsppf__s2
60,model.10,-0.0002668075321707,0.6470481753349304,0.3126887083053589,0.0001559257507324,1.0,0.2025000005960464,e2p__postsppf__s2
61,model.10,0.0006838956614956,0.6594664454460144,0.3112455308437347,0.0002737045288085,1.0,0.1837499886751175,e2p__postsppf__s2
62,model.10,0.0001530937879579,0.6602815389633179,0.2884825468063354,8.761882781982422e-06,1.0,0.217812493443489,e2p__postsppf__s2
63,model.10,0.0024979838635772,0.6564323902130127,0.3033889830112457,4.83393669128418e-05,1.0,0.2084375023841858,e2p__postsppf__s2
64,model.10,0.0028365771286189,0.6691099405288696,0.2952736914157867,1.5795230865478516e-05,1.0,0.2081249952316284,e2p__postsppf__s2
65,model.10,-0.0001586963480804,0.6737444996833801,0.3034687042236328,0.0002591609954833,1.0,0.2512499988079071,e2p__postsppf__s2
66,model.10,0.0005968167679384,0.6738055944442749,0.2919292449951172,0.0005035400390625,1.0,0.233437493443489,e2p__postsppf__s2
67,model.10,0.0024833756033331,0.6613480448722839,0.3170927762985229,2.372264862060547e-05,1.0,0.2328124940395355,e2p__postsppf__s2
68,model.10,0.000441951357061,0.6873487830162048,0.3080210387706756,7.748603820800781e-07,1.0,0.2203124910593032,e2p__postsppf__s2
69,model.10,0.0004040933854412,0.6805756092071533,0.2885998487472534,9.316205978393556e-05,1.0,0.225624993443489,e2p__postsppf__s2
70,model.10,0.0012264493852853,0.6791131496429443,0.2819749414920807,1.8477439880371092e-06,1.0,0.2456249892711639,e2p__postsppf__s2
71,model.10,0.0033842553384602,0.6794518828392029,0.3207283616065979,0.0009398460388183,1.0,0.209999993443489,e2p__postsppf__s2
72,model.10,0.0022697432432323,0.68553227186203,0.3042882978916168,6.252527236938477e-05,1.0,0.2481250017881393,e2p__postsppf__s2
73,model.10,0.0017195612890645,0.6777128577232361,0.3222520351409912,3.159046173095703e-06,1.0,0.223437488079071,e2p__postsppf__s2
74,model.10,0.0004877647734247,0.6954246163368225,0.2946380972862243,2.562999725341797e-06,1.0,0.1996874958276748,e2p__postsppf__s2
75,model.10,0.000286587543087,0.675247848033905,0.3066778481006622,8.344650268554688e-07,1.0,0.2271874994039535,e2p__postsppf__s2
76,model.10,0.0015529125230386,0.6833025813102722,0.3157205581665039,1.5497207641601562e-06,1.0,0.2043749988079071,e2p__postsppf__s2
77,model.10,0.001105592935346,0.6586933732032776,0.2995296716690063,0.0002359151840209,1.0,0.2199999988079071,e2p__postsppf__s2
78,model.10,0.0002641100436449,0.6906646490097046,0.2913539409637451,8.285045623779297e-05,1.0,0.2318749874830246,e2p__postsppf__s2
79,model.10,0.0016804633196443,0.659584641456604,0.3128298819065094,1.9073486328125e-06,1.0,0.2434374988079071,e2p__postsppf__s2
80,model.10,0.0017834411701187,0.6775259971618652,0.272196501493454,0.0006165504455566,1.0,0.2296874970197677,e2p__postsppf__s2
81,model.10,0.0017168029444292,0.6691278219223022,0.3005223274230957,3.11732292175293e-05,1.0,0.2446874976158142,e2p__postsppf__s2
82,model.10,0.0019836737774312,0.6701167225837708,0.2775097489356994,0.0001159310340881,1.0,0.2765624821186065,e2p__postsppf__s2
83,model.10,0.0026390159036964,0.6732218861579895,0.3151443600654602,0.0002323389053344,1.0,0.2590624988079071,e2p__postsppf__s2
84,model.10,0.0027614505961537,0.6718603372573853,0.3182464838027954,4.363059997558594e-05,1.0,0.2778124809265136,e2p__postsppf__s2
85,model.10,0.0029226918704807,0.685979425907135,0.2897117137908935,5.900859832763672e-06,1.0,0.2562499940395355,e2p__postsppf__s2
86,model.10,0.0030553024262189,0.6632443070411682,0.322399228811264,5.269050598144531e-05,1.0,0.2231249958276748,e2p__postsppf__s2
87,model.10,0.0024203900247812,0.6639793515205383,0.3173614144325256,4.684925079345703e-05,1.0,0.2471874952316284,e2p__postsppf__s2
88,model.10,0.0026594384107738,0.6809186935424805,0.302222728729248,1.2516975402832031e-06,1.0,0.2690624892711639,e2p__postsppf__s2
89,model.10,0.0026898947544395,0.6592109799385071,0.3268997073173523,6.35385513305664e-05,1.0,0.2262499928474426,e2p__postsppf__s2
90,model.10,0.0031959905754774,0.6791218519210815,0.3121530711650848,6.496906280517578e-06,1.0,0.2474999874830246,e2p__postsppf__s2
91,model.10,0.0042475662194192,0.6648081541061401,0.310849666595459,6.556510925292969e-07,1.0,0.2121874988079071,e2p__postsppf__s2
92,model.10,0.0048036337830126,0.6745182871818542,0.3116913437843323,1.806020736694336e-05,1.0,0.2268749922513961,e2p__postsppf__s2
93,model.10,0.0054249791428446,0.6762522459030151,0.3146373927593231,0.0002694129943847,1.0,0.209999993443489,e2p__postsppf__s2
94,model.10,0.0057208021171391,0.6713921427726746,0.2889919877052307,0.0004255771636962,1.0,0.2209374904632568,e2p__postsppf__s2
95,model.10,0.0061468472704291,0.6662291288375854,0.3052648901939392,5.692243576049805e-05,1.0,0.2362499982118606,e2p__postsppf__s2
96,model.10,0.0066093993373215,0.6712969541549683,0.3031807839870453,7.808208465576172e-06,1.0,0.2396874874830246,e2p__postsppf__s2
97,model.10,0.006814831867814,0.6763864159584045,0.3277908563613891,6.401538848876953e-05,1.0,0.2321874946355819,e2p__postsppf__s2
98,model.10,0.0072005088441073,0.674240231513977,0.2934988737106323,5.3882598876953125e-05,1.0,0.2246875017881393,e2p__postsppf__s2
99,model.10,0.0074186227284371,0.6790273785591125,0.3196822106838226,2.819299697875977e-05,1.0,0.2159374952316284,e2p__postsppf__s2
100,model.10,0.0074186227284371,0.6790273785591125,0.3196822106838226,2.819299697875977e-05,1.0,0.2159374952316284,e2p__postsppf__s2
0,model.10,-0.0008752560825087,0.5474736094474792,0.0807662084698677,0.1766357421875,0.873046875,0.0,e2p__postsppf__s3
